0,11748,9722,0,27,2,0.29,0.71,0.21
0,11748,11748,1,30,2,0.46,0.54,0.17
0,2416,12566,0,12,2,0.32,0.68,0.01
0,2416,2416,1,14,2,0.42,0.58,0.09
0,2416,12566,0,21,1,0.58,0.42,0.33
0,2416,2416,1,56,1,0.52,0.48,0.33
0,2416,12566,0,46,1,0.56,0.44,0.2
0,2416,12610,0,25,3,0.44,0.56,0.86
0,2416,2416,1,11,2,0.49,0.51,0.36
0,2416,2416,1,12,2,0.44,0.56,0.34
0,2416,12610,0,59,2,0.15,0.85,0.21
0,9208,12722,0,53,2,0.29,0.71,0.3
0,9208,9208,1,54,2,0.2,0.8,0.14
0,11659,12610,0,22,2,0.16,0.84,0.46
0,11659,12610,0,37,3,0.37,0.63,0.57
0,11659,12610,0,43,3,0.47,0.53,0.74
0,11659,12610,0,41,2,0.41,0.59,0.36
0,11578,11161,0,46,2,0.3,0.7,0.11
0,11578,11161,0,24,2,0.16,0.84,0.13
0,11578,11161,0,55,2,0.31,0.69,0.24
0,5235,12610,0,56,3,0.52,0.48,0.77
0,5235,12610,0,53,2,0.41,0.59,0.38
0,5235,12610,0,1,2,0.45,0.55,0.45
0,5235,5235,1,7,2,0.39,0.61,0.35
0,5235,12610,0,54,1,0.61,0.39,0.15
0,5235,12610,0,21,3,0.34,0.66,0.95
0,5235,12610,0,54,3,0.36,0.64,0.58
0,5235,5235,1,15,2,0.26,0.74,0.29
0,5235,5235,1,50,3,0.49,0.51,0.6
0,5235,12610,0,47,1,0.69,0.31,0.35
0,5235,12610,0,0,2,0.41,0.59,0.06
0,12361,11069,0,15,3,0.48,0.52,0.86
0,12361,12610,0,58,3,0.37,0.63,0.72
0,12361,12610,0,13,3,0.56,0.44,0.67
0,12361,12610,0,57,2,0.5,0.5,0.4
0,12361,11069,0,9,2,0.27,0.73,0.23
0,12300,11697,0,44,3,0.46,0.54,0.69
0,12300,12300,1,16,3,0.41,0.59,0.59
0,12300,12610,0,56,3,0.41,0.59,0.78
0,12300,12300,1,55,3,0.51,0.49,0.53
0,5591,12300,0,47,3,0.49,0.51,0.6
0,12157,12722,0,45,2,0.33,0.67,0.34
0,12157,12157,1,0,2,0.19,0.81,0.19
0,12157,12157,1,3,2,0.48,0.52,0.33
1,11346,11346,1,40,1,0.53,0.47,0.44
1,11346,11346,1,3,3,0.45,0.55,0.6
0,11314,12438,0,39,1,0.5,0.5,0.41
0,11314,11314,1,53,2,0.46,0.54,0.2
